Al,"20/08/2025"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Generi di largo consumo","Azionario","23.617.092,74","0,02","23.617.092,74","159,00","148.535,17","Svizzera","SIX Swiss Exchange","CHF"
"DECK","DECKERS OUTDOOR CORP","Consumi Discrezionali","Azionario","23.579.394,80","0,02","23.579.394,80","226.616,00","104,05","Stati Uniti","New York Stock Exchange Inc.","USD"
"8015","TOYOTA TSUSHO CORP","Industriali","Azionario","23.503.444,90","0,02","23.503.444,90","905.400,00","25,96","Giappone","Tokyo Stock Exchange","JPY"
"ESS","ESSEX PROPERTY TRUST REIT INC","Immobili","Azionario","23.492.934,16","0,02","23.492.934,16","89.654,00","262,04","Stati Uniti","New York Stock Exchange Inc.","USD"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","IT","Azionario","23.460.104,16","0,02","23.460.104,16","76.984,00","304,74","Stati Uniti","NASDAQ","USD"
"ACM","AECOM","Industriali","Azionario","23.463.424,38","0,02","23.463.424,38","195.382,00","120,09","Stati Uniti","New York Stock Exchange Inc.","USD"
"HEN3","HENKEL & KGAA PREF AG","Generi di largo consumo","Azionario","23.403.774,02","0,02","23.403.774,02","271.980,00","86,05","Germania","Xetra","EUR"
"FBK","FINECOBANK BANCA FINECO","Finanziari","Azionario","23.326.962,14","0,02","23.326.962,14","1.020.190,00","22,87","Italia","Borsa Italiana","EUR"
"OMC","OMNICOM GROUP INC","Comunicazione","Azionario","23.256.893,38","0,02","23.256.893,38","299.278,00","77,71","Stati Uniti","New York Stock Exchange Inc.","USD"
"BIRG","BANK OF IRELAND GROUP PLC","Finanziari","Azionario","23.263.731,09","0,02","23.263.731,09","1.526.721,00","15,24","Irlanda","Irish Stock Exchange - All Market","EUR"
"SUI","SUN COMMUNITIES REIT INC","Immobili","Azionario","23.244.449,20","0,02","23.244.449,20","182.840,00","127,13","Stati Uniti","New York Stock Exchange Inc.","USD"
"9101","NIPPON YUSEN","Industriali","Azionario","23.236.925,17","0,02","23.236.925,17","652.000,00","35,64","Giappone","Tokyo Stock Exchange","JPY"
"CNC","CENTENE CORP","Salute","Azionario","23.204.126,40","0,02","23.204.126,40","789.256,00","29,40","Stati Uniti","New York Stock Exchange Inc.","USD"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Finanziari","Azionario","23.138.830,19","0,02","23.138.830,19","390.397,00","59,27","Stati Uniti","New York Stock Exchange Inc.","USD"
"9766","KONAMI GROUP CORP","Comunicazione","Azionario","23.127.323,40","0,02","23.127.323,40","141.773,00","163,13","Giappone","Tokyo Stock Exchange","JPY"
"7013","IHI CORP","Industriali","Azionario","23.119.591,84","0,02","23.119.591,84","215.100,00","107,48","Giappone","Tokyo Stock Exchange","JPY"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Consumi Discrezionali","Azionario","23.063.530,61","0,02","23.063.530,61","619.240,00","37,24","Giappone","Tokyo Stock Exchange","JPY"
"COO","COOPER INC","Salute","Azionario","23.006.308,50","0,02","23.006.308,50","313.011,00","73,50","Stati Uniti","NASDAQ","USD"
"1605","INPEX CORP","Energia","Azionario","22.952.817,13","0,02","22.952.817,13","1.421.257,00","16,15","Giappone","Tokyo Stock Exchange","JPY"
"823","LINK REAL ESTATE INVESTMENT TRUST","Immobili","Azionario","22.953.786,58","0,02","22.953.786,58","4.281.939,00","5,36","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"STO","SANTOS LTD","Energia","Azionario","22.915.299,01","0,02","22.915.299,01","4.713.668,00","4,86","Australia","Asx - All Markets","AUD"
"ALFA","ALFA LAVAL","Industriali","Azionario","22.921.064,71","0,02","22.921.064,71","502.304,00","45,63","Svezia","Nasdaq Omx Nordic","SEK"
"9503","KANSAI ELECTRIC POWER INC","Imprese di servizi di pubblica utilità","Azionario","22.905.313,74","0,02","22.905.313,74","1.639.280,00","13,97","Giappone","Tokyo Stock Exchange","JPY"
"LOGN","LOGITECH INTERNATIONAL SA","IT","Azionario","22.846.750,02","0,02","22.846.750,02","229.567,00","99,52","Svizzera","SIX Swiss Exchange","CHF"
"BLDR","BUILDERS FIRSTSOURCE INC","Industriali","Azionario","22.828.752,00","0,02","22.828.752,00","171.968,00","132,75","Stati Uniti","New York Stock Exchange Inc.","USD"
"DPZ","DOMINOS PIZZA INC","Consumi Discrezionali","Azionario","22.805.518,56","0,02","22.805.518,56","51.496,00","442,86","Stati Uniti","NASDAQ","USD"
"KRZ","KERRY GROUP PLC","Generi di largo consumo","Azionario","22.788.805,02","0,02","22.788.805,02","238.868,00","95,40","Irlanda","Irish Stock Exchange - All Market","EUR"
"OKTA","OKTA INC CLASS A","IT","Azionario","22.645.351,04","0,02","22.645.351,04","248.768,00","91,03","Stati Uniti","NASDAQ","USD"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industriali","Azionario","22.632.461,98","0,02","22.632.461,98","207.238,00","109,21","Stati Uniti","New York Stock Exchange Inc.","USD"
"CF","CF INDUSTRIES HOLDINGS INC","Materiali","Azionario","22.587.264,85","0,02","22.587.264,85","264.395,00","85,43","Stati Uniti","New York Stock Exchange Inc.","USD"
"NBIX","NEUROCRINE BIOSCIENCES INC","Salute","Azionario","22.553.307,63","0,02","22.553.307,63","169.281,00","133,23","Stati Uniti","NASDAQ","USD"
"2","CLP HOLDINGS LTD","Imprese di servizi di pubblica utilità","Azionario","22.477.356,82","0,02","22.477.356,82","2.660.689,00","8,45","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"CLX","CLOROX","Generi di largo consumo","Azionario","22.484.721,25","0,02","22.484.721,25","185.441,00","121,25","Stati Uniti","New York Stock Exchange Inc.","USD"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Salute","Azionario","22.417.092,50","0,02","22.417.092,50","1.021.545,00","21,94","Nuova Zelanda","New Zealand Exchange Ltd","NZD"
"SCG","SCENTRE GROUP","Immobili","Azionario","22.420.493,56","0,02","22.420.493,56","8.804.511,00","2,55","Australia","Asx - All Markets","AUD"
"FDS","FACTSET RESEARCH SYSTEMS INC","Finanziari","Azionario","22.394.350,44","0,02","22.394.350,44","57.771,00","387,64","Stati Uniti","New York Stock Exchange Inc.","USD"
"8473","SBI HOLDINGS INC","Finanziari","Azionario","22.235.207,48","0,02","22.235.207,48","501.700,00","44,32","Giappone","Tokyo Stock Exchange","JPY"
"EG","EVEREST GROUP LTD","Finanziari","Azionario","22.047.457,12","0,02","22.047.457,12","64.181,00","343,52","Stati Uniti","New York Stock Exchange Inc.","USD"
"EPI A","EPIROC CLASS A","Industriali","Azionario","21.935.764,11","0,02","21.935.764,11","1.073.017,00","20,44","Svezia","Nasdaq Omx Nordic","SEK"
"AVY","AVERY DENNISON CORP","Materiali","Azionario","21.884.122,09","0,02","21.884.122,09","124.561,00","175,69","Stati Uniti","New York Stock Exchange Inc.","USD"
"SN.","SMITH AND NEPHEW PLC","Salute","Azionario","21.872.573,32","0,02","21.872.573,32","1.167.101,00","18,74","Regno unito","London Stock Exchange","GBP"
"INCY","INCYTE CORP","Salute","Azionario","21.787.825,80","0,02","21.787.825,80","252.759,00","86,20","Stati Uniti","NASDAQ","USD"
"RDDT","REDDIT INC CLASS A","Comunicazione","Azionario","21.746.376,45","0,02","21.746.376,45","99.585,00","218,37","Stati Uniti","New York Stock Exchange Inc.","USD"
"CG","CARLYLE GROUP INC","Finanziari","Azionario","21.751.838,74","0,02","21.751.838,74","354.611,00","61,34","Stati Uniti","NASDAQ","USD"
"REG","REGENCY CENTERS REIT CORP","Immobili","Azionario","21.714.249,06","0,02","21.714.249,06","302.722,00","71,73","Stati Uniti","NASDAQ","USD"
"4507","SHIONOGI LTD","Salute","Azionario","21.715.537,96","0,02","21.715.537,96","1.205.280,00","18,02","Giappone","Tokyo Stock Exchange","JPY"
"8830","SUMITOMO REALTY & DEVELOPMENT LTD","Immobili","Azionario","21.639.035,10","0,02","21.639.035,10","503.313,00","42,99","Giappone","Tokyo Stock Exchange","JPY"
"ALLE","ALLEGION PLC","Industriali","Azionario","21.600.725,08","0,02","21.600.725,08","128.179,00","168,52","Stati Uniti","New York Stock Exchange Inc.","USD"
"WN","GEORGE WESTON LTD","Generi di largo consumo","Azionario","21.503.697,77","0,02","21.503.697,77","326.752,00","65,81","Canada","Toronto Stock Exchange","CAD"
"BBY","BEST BUY INC","Consumi Discrezionali","Azionario","21.494.109,78","0,02","21.494.109,78","297.414,00","72,27","Stati Uniti","New York Stock Exchange Inc.","USD"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Comunicazione","Azionario","21.482.453,31","0,02","21.482.453,31","607.129,00","35,38","Canada","Toronto Stock Exchange","CAD"
"SCHP","SCHINDLER HOLDING PAR AG","Industriali","Azionario","21.423.130,19","0,02","21.423.130,19","55.876,00","383,40","Svizzera","SIX Swiss Exchange","CHF"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Immobili","Azionario","21.285.753,25","0,02","21.285.753,25","199.854,00","106,51","Francia","Nyse Euronext - Euronext Paris","EUR"
"GGG","GRACO INC","Industriali","Azionario","21.227.672,70","0,02","21.227.672,70","248.859,00","85,30","Stati Uniti","New York Stock Exchange Inc.","USD"
"WRT1V","WARTSILA","Industriali","Azionario","21.170.622,74","0,02","21.170.622,74","749.152,00","28,26","Finlandia","Nasdaq Omx Helsinki Ltd.","EUR"
"TW","TRADEWEB MARKETS INC CLASS A","Finanziari","Azionario","21.112.857,36","0,02","21.112.857,36","161.896,00","130,41","Stati Uniti","NASDAQ","USD"
"WPC","W. P. CAREY REIT INC","Immobili","Azionario","21.115.408,86","0,02","21.115.408,86","316.953,00","66,62","Stati Uniti","New York Stock Exchange Inc.","USD"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Finanziari","Azionario","21.083.469,49","0,02","21.083.469,49","3.602.931,00","5,85","Australia","Asx - All Markets","AUD"
"DT","DYNATRACE INC","IT","Azionario","21.088.270,80","0,02","21.088.270,80","433.380,00","48,66","Stati Uniti","New York Stock Exchange Inc.","USD"
"PNDORA","PANDORA","Consumi Discrezionali","Azionario","21.091.481,54","0,02","21.091.481,54","150.641,00","140,01","Danimarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Generi di largo consumo","Azionario","21.081.184,30","0,02","21.081.184,30","1.411,00","14.940,60","Svizzera","SIX Swiss Exchange","CHF"
"EQT","EQT","Finanziari","Azionario","21.063.012,70","0,02","21.063.012,70","593.603,00","35,48","Svezia","Nasdaq Omx Nordic","SEK"
"CCH","COCA COLA HBC AG","Generi di largo consumo","Azionario","21.064.482,78","0,02","21.064.482,78","391.256,00","53,84","Regno unito","London Stock Exchange","GBP"
"EMA","EMERA INC","Imprese di servizi di pubblica utilità","Azionario","21.028.200,32","0,02","21.028.200,32","438.388,00","47,97","Canada","Toronto Stock Exchange","CAD"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Finanziari","Azionario","20.969.557,47","0,02","20.969.557,47","844.904,00","24,82","Italia","Borsa Italiana","EUR"
"ESLT","ELBIT SYSTEMS LTD","Industriali","Azionario","20.931.065,65","0,02","20.931.065,65","45.763,00","457,38","Israele","Tel Aviv Stock Exchange","ILS"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materiali","Azionario","20.889.533,84","0,02","20.889.533,84","668.171,00","31,26","Canada","Toronto Stock Exchange","CAD"
"6988","NITTO DENKO CORP","Materiali","Azionario","20.795.795,00","0,02","20.795.795,00","931.155,00","22,33","Giappone","Tokyo Stock Exchange","JPY"
"SOON","SONOVA HOLDING AG","Salute","Azionario","20.633.867,51","0,02","20.633.867,51","71.248,00","289,61","Svizzera","SIX Swiss Exchange","CHF"
"SGE","THE SAGE GROUP PLC","IT","Azionario","20.628.650,16","0,02","20.628.650,16","1.375.043,00","15,00","Regno unito","London Stock Exchange","GBP"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materiali","Azionario","20.609.871,70","0,02","20.609.871,70","372.490,00","55,33","Stati Uniti","New York Stock Exchange Inc.","USD"
"DOCU","DOCUSIGN INC","IT","Azionario","20.565.057,38","0,02","20.565.057,38","289.282,00","71,09","Stati Uniti","NASDAQ","USD"
"HEI","HEICO CORP","Industriali","Azionario","20.509.753,11","0,02","20.509.753,11","66.757,00","307,23","Stati Uniti","New York Stock Exchange Inc.","USD"
"WSO","WATSCO INC","Industriali","Azionario","20.346.777,99","0,02","20.346.777,99","48.587,00","418,77","Stati Uniti","New York Stock Exchange Inc.","USD"
"UTHR","UNITED THERAPEUTICS CORP","Salute","Azionario","20.316.559,20","0,02","20.316.559,20","66.290,00","306,48","Stati Uniti","NASDAQ","USD"
"KIM","KIMCO REALTY REIT CORP","Immobili","Azionario","20.320.563,06","0,02","20.320.563,06","939.462,00","21,63","Stati Uniti","New York Stock Exchange Inc.","USD"
"9104","MITSUI OSK LINES LTD","Industriali","Azionario","20.324.857,14","0,02","20.324.857,14","609.000,00","33,37","Giappone","Tokyo Stock Exchange","JPY"
"1928","SEKISUI HOUSE LTD","Consumi Discrezionali","Azionario","20.307.964,19","0,02","20.307.964,19","859.813,00","23,62","Giappone","Tokyo Stock Exchange","JPY"
"DKS","DICKS SPORTING INC","Consumi Discrezionali","Azionario","20.244.875,81","0,02","20.244.875,81","90.829,00","222,89","Stati Uniti","New York Stock Exchange Inc.","USD"
"11","HANG SENG BANK LTD","Finanziari","Azionario","20.124.246,82","0,02","20.124.246,82","1.400.015,00","14,37","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"8795","T&D HOLDINGS INC","Finanziari","Azionario","20.076.004,05","0,02","20.076.004,05","756.905,00","26,52","Giappone","Tokyo Stock Exchange","JPY"
"2503","KIRIN HOLDINGS LTD","Generi di largo consumo","Azionario","19.989.535,78","0,02","19.989.535,78","1.314.160,00","15,21","Giappone","Tokyo Stock Exchange","JPY"
"COH","COCHLEAR LTD","Salute","Azionario","19.974.568,20","0,02","19.974.568,20","102.971,00","193,98","Australia","Asx - All Markets","AUD"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Imprese di servizi di pubblica utilità","Azionario","19.923.987,62","0,02","19.923.987,62","4.446.401,00","4,48","Portogallo","Nyse Euronext - Euronext Lisbon","EUR"
"STMN","STRAUMANN HOLDING AG","Salute","Azionario","19.812.782,58","0,02","19.812.782,58","165.832,00","119,48","Svizzera","SIX Swiss Exchange","CHF"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Imprese di servizi di pubblica utilità","Azionario","19.794.027,35","0,02","19.794.027,35","1.953.458,00","10,13","Italia","Borsa Italiana","EUR"
"WTC","WISETECH GLOBAL LTD","IT","Azionario","19.693.078,81","0,02","19.693.078,81","270.630,00","72,77","Australia","Asx - All Markets","AUD"
"CCK","CROWN HOLDINGS INC","Materiali","Azionario","19.609.781,12","0,02","19.609.781,12","194.696,00","100,72","Stati Uniti","New York Stock Exchange Inc.","USD"
"CAD","CAD CASH","Liquidità e/o derivati","Contanti","19.568.755,53","0,02","19.568.755,53","27.121.317,00","72,15","Canada","-","CAD"
"ARX","ARC RESOURCES LTD","Energia","Azionario","19.529.338,94","0,02","19.529.338,94","1.021.770,00","19,11","Canada","Toronto Stock Exchange","CAD"
"7733","OLYMPUS CORP","Salute","Azionario","19.486.395,92","0,02","19.486.395,92","1.630.800,00","11,95","Giappone","Tokyo Stock Exchange","JPY"
"CPU","COMPUTERSHARE LTD","Industriali","Azionario","19.345.685,56","0,02","19.345.685,56","776.769,00","24,91","Australia","Asx - All Markets","AUD"
"SPSN","SWISS PRIME SITE AG","Immobili","Azionario","19.295.278,97","0,02","19.295.278,97","135.700,00","142,19","Svizzera","SIX Swiss Exchange","CHF"
"PST","POSTE ITALIANE","Finanziari","Azionario","19.279.387,72","0,02","19.279.387,72","814.706,00","23,66","Italia","Borsa Italiana","EUR"
"G1A","GEA GROUP AG","Industriali","Azionario","19.160.473,24","0,02","19.160.473,24","254.310,00","75,34","Germania","Xetra","EUR"
"SY1","SYMRISE AG","Materiali","Azionario","19.030.654,72","0,02","19.030.654,72","193.790,00","98,20","Germania","Xetra","EUR"
"ANTO","ANTOFAGASTA PLC","Materiali","Azionario","18.887.780,75","0,02","18.887.780,75","662.523,00","28,51","Regno unito","London Stock Exchange","GBP"
"OC","OWENS CORNING","Industriali","Azionario","18.876.171,60","0,02","18.876.171,60","126.984,00","148,65","Stati Uniti","New York Stock Exchange Inc.","USD"
"ADM","ADMIRAL GROUP PLC","Finanziari","Azionario","18.813.071,49","0,02","18.813.071,49","381.309,00","49,34","Regno unito","London Stock Exchange","GBP"
"ENTG","ENTEGRIS INC","IT","Azionario","18.734.168,97","0,02","18.734.168,97","235.917,00","79,41","Stati Uniti","NASDAQ","USD"
"4684","OBIC LTD","IT","Azionario","18.709.311,70","0,02","18.709.311,70","503.620,00","37,15","Giappone","Tokyo Stock Exchange","JPY"
"TLS","TELSTRA GROUP LTD","Comunicazione","Azionario","18.651.305,98","0,02","18.651.305,98","5.824.185,00","3,20","Australia","Asx - All Markets","AUD"
"AGS","AGEAS SA","Finanziari","Azionario","18.571.445,79","0,02","18.571.445,79","253.154,00","73,36","Belgio","Nyse Euronext - Euronext Brussels","EUR"
"RPRX","ROYALTY PHARMA PLC CLASS A","Salute","Azionario","18.515.013,92","0,02","18.515.013,92","502.034,00","36,88","Stati Uniti","NASDAQ","USD"
"TOU","TOURMALINE OIL CORP","Energia","Azionario","18.384.043,64","0,02","18.384.043,64","446.928,00","41,13","Canada","Toronto Stock Exchange","CAD"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industriali","Azionario","18.357.708,90","0,02","18.357.708,90","86.449,00","212,35","Svizzera","SIX Swiss Exchange","CHF"
"1CO","COVESTRO V AG","Materiali","Azionario","18.324.899,77","0,02","18.324.899,77","266.305,00","68,81","Germania","Xetra","EUR"
"BG","BUNGE GLOBAL SA","Generi di largo consumo","Azionario","18.309.862,56","0,02","18.309.862,56","222.288,00","82,37","Stati Uniti","New York Stock Exchange Inc.","USD"
"QIA","QIAGEN NV","Salute","Azionario","18.314.363,55","0,02","18.314.363,55","372.064,00","49,22","Germania","Deutsche Boerse Xetra","EUR"
"CNA","CENTRICA PLC","Imprese di servizi di pubblica utilità","Azionario","18.293.677,86","0,02","18.293.677,86","8.246.601,00","2,22","Regno unito","London Stock Exchange","GBP"
"CPT","CAMDEN PROPERTY TRUST REIT","Immobili","Azionario","18.258.527,70","0,02","18.258.527,70","168.390,00","108,43","Stati Uniti","New York Stock Exchange Inc.","USD"
"1812","KAJIMA CORP","Industriali","Azionario","18.246.245,58","0,02","18.246.245,58","623.767,00","29,25","Giappone","Tokyo Stock Exchange","JPY"
"9532","OSAKA GAS LTD","Imprese di servizi di pubblica utilità","Azionario","18.210.789,82","0,02","18.210.789,82","627.811,00","29,01","Giappone","Tokyo Stock Exchange","JPY"
"MONC","MONCLER","Consumi Discrezionali","Azionario","18.205.021,91","0,02","18.205.021,91","326.075,00","55,83","Italia","Borsa Italiana","EUR"
"DOC","HEALTHPEAK PROPERTIES INC","Immobili","Azionario","18.148.295,76","0,02","18.148.295,76","1.053.908,00","17,22","Stati Uniti","New York Stock Exchange Inc.","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","Finanziari","Azionario","18.094.658,40","0,02","18.094.658,40","110.468,00","163,80","Stati Uniti","NASDAQ","USD"
"UU.","UNITED UTILITIES GROUP PLC","Imprese di servizi di pubblica utilità","Azionario","18.042.454,29","0,02","18.042.454,29","1.154.943,00","15,62","Regno unito","London Stock Exchange","GBP"
"AKAM","AKAMAI TECHNOLOGIES INC","IT","Azionario","18.015.951,90","0,02","18.015.951,90","236.865,00","76,06","Stati Uniti","NASDAQ","USD"
"COLO B","COLOPLAST B","Salute","Azionario","17.950.263,62","0,02","17.950.263,62","182.204,00","98,52","Danimarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Immobili","Azionario","17.938.818,06","0,02","17.938.818,06","377.898,00","47,47","Stati Uniti","NASDAQ","USD"
"AGN","AEGON LTD","Finanziari","Azionario","17.900.049,62","0,02","17.900.049,62","2.384.668,00","7,51","Paesi Bassi","Euronext Amsterdam","EUR"
"BALN","BALOISE HOLDING AG","Finanziari","Azionario","17.861.126,33","0,02","17.861.126,33","66.594,00","268,21","Svizzera","SIX Swiss Exchange","CHF"
