isin,wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown
FR0010010827,A0BLNG,LYMK,1705978,Amundi FTSE MIB UCITS ETF Dist,2003-11-03,7778,21.30958904109589,Long-only,France,EUR,False,False,Distributing,0.35,Full replication,495,False,40,11.18,1.79,4.9,12.55,16.52,25.53,62.68,80.95,18.48,33.81,-9.28,26.38,3.57,4.32,14.58,19.26,22.69,1.75,0.91,0.55,-85.86,-10.44,-21.23,-41.5
IE00BDT6FP91,A2JE3J,SPF1,40806371,SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF,2018-05-23,2463,6.747945205479452,Long-only,Ireland,EUR,True,True,Accumulating,0.55,Sampling,494,False,326,5.09,1.39,3.34,5.42,9.46,12.57,7.7,24.54,8.15,10.69,-19.79,-1.39,,,7.69,10.53,11.88,1.63,0.24,0.38,-29.47,-3.74,-16.16,-29.47
IE00BM67HW99,A113FP,XDPE,27145710,Xtrackers S&P 500 UCITS ETF 1C EUR hedged,2015-02-27,3644,9.983561643835616,Long-only,Ireland,EUR,True,True,Accumulating,0.2,Full replication,494,False,502,4.44,1.08,2.11,4.73,9.91,21.37,33.83,73.25,22.03,22.39,-21.42,27.56,,,13.94,19.11,22.14,1.53,0.53,0.52,-34.11,-8.11,-24.08,-34.11
IE00B4694Z11,A1JJTS,SYBS,12931527,SPDR Bloomberg Sterling Corporate Bond UCITS ETF,2012-05-17,4660,12.767123287671232,Long-only,Ireland,GBP,False,True,Distributing,0.2,Sampling,486,False,907,-0.95,-0.07,0.91,0.36,1.59,6.17,-5.49,-8.54,6.54,11.92,-23.79,3.2,2.07,2.15,6.36,9.93,10.21,0.97,-0.19,-0.17,-32.16,-4.42,-29.01,-32.16
IE00B42Q4896,A0YHMN,XLFS,10854889,Invesco US Financials Sector UCITS ETF,2009-12-16,5543,15.186301369863013,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,486,False,,6.53,-0.52,1.61,5.48,25.36,36.3,50.1,86.74,38.33,7.78,-5.42,45.7,,,16.23,19.1,26.84,2.23,0.76,0.5,-42.85,-7.92,-19.65,-42.85
LU2109787049,A2PZC5,SBIM,52828742,Amundi Index MSCI Emerging ESG Broad CTB UCITS ETF DR (C),2020-09-14,1618,4.432876712328767,Long-only,Luxembourg,USD,False,False,Accumulating,0.18,Full replication,486,True,924,3.19,-1.18,2.79,4.58,7.96,16.57,2.13,,14.13,4.82,-16.6,6.44,,,13.49,14.57,,1.22,0.05,,-25.88,-10.07,-21.66,
IE00B40B8R38,A142NW,2B7D,35722479,iShares S&P 500 Consumer Staples Sector UCITS ETF,2017-03-20,2892,7.923287671232877,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,484,False,38,5.1,0.0,5.23,6.46,11.03,21.94,31.69,55.94,21.41,-3.4,5.0,27.74,,,11.69,15.26,18.27,1.87,0.63,0.51,-24.1,-5.46,-15.01,-24.1
LU0950674761,A1W3BS,EMUSRI,21966854,UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (EUR) A-acc,2017-12-15,2622,7.183561643835616,Long-only,Luxembourg,EUR,False,False,Accumulating,0.2,Full replication,484,True,73,9.89,3.17,9.7,12.18,16.06,21.48,28.9,39.0,13.32,13.39,-16.0,21.57,,,11.2,15.86,19.06,1.91,0.56,0.36,-37.11,-7.44,-19.89,-37.11
IE00BKSCBX74,A3CMCT,UIMS,110951056,UBS ETF (IE) MSCI World Small Cap Socially Responsible UCITS ETF (USD) A-acc,2021-08-19,1279,3.504109589041096,Long-only,Ireland,USD,False,False,Accumulating,0.23,Full replication,484,True,720,2.95,-0.98,0.1,2.02,9.64,13.96,20.62,,11.96,11.7,-12.96,,,,14.64,16.7,,0.95,0.39,,-20.41,-9.02,-15.87,
IE00BFXR5T61,A2N4PR,ETLR,44805902,L&G Japan Equity UCITS ETF,2018-10-08,2325,6.36986301369863,Long-only,Ireland,USD,False,False,Accumulating,0.1,Full replication,483,True,295,2.33,0.07,4.7,5.8,7.34,10.2,26.71,39.01,16.17,15.56,-11.13,9.94,,,24.14,19.94,19.58,0.42,0.41,0.35,-26.56,-16.85,-16.85,-25.54
LU2439113387,A3DEGS,9E0E,116568856,Amundi Index Euro Aggregate SRI UCITS ETF DR (D),2022-03-10,1076,2.947945205479452,Long-only,Luxembourg,EUR,False,True,Distributing,0.16,Sampling,483,True,4960,0.4,-0.26,1.09,0.59,1.72,4.45,,,2.44,6.95,,,1.83,1.87,4.05,,,1.1,,,-13.27,-2.88,,
IE00BLCHJ534,A2QPB5,94VE,113640284,Global X U.S. Infrastructure Development UCITS ETF USD Accumulating,2021-11-02,1204,3.2986301369863016,Long-only,Ireland,USD,False,False,Accumulating,0.47,Full replication,481,False,100,3.02,-1.9,-3.73,-2.82,16.1,19.07,73.63,,25.37,26.42,-0.65,,,,20.69,22.02,,0.92,0.92,,-18.52,-13.09,-18.52,
LU0879397742,A1H9GF,UEFY,20557004,UBS ETF (LU) SBI Foreign AAA-BBB 1-5 ESG UCITS ETF (CHF) A-dis,2013-07-30,4221,11.564383561643835,Long-only,Luxembourg,CHF,False,False,Distributing,0.2,Sampling,480,True,292,-0.45,-0.57,-0.37,-0.05,2.69,4.47,12.3,11.51,2.39,10.27,-2.43,3.97,1.32,1.36,5.95,6.76,6.15,0.75,0.58,0.36,-19.45,-3.86,-6.82,-7.38
IE00BMVB5P51,A2P7TK,V60A,56192479,Vanguard LifeStrategy 60% Equity UCITS ETF Accumulating,2020-12-08,1533,4.2,"Long-only, Active",Ireland,EUR,False,False,Accumulating,0.25,Full replication,479,False,14555,2.91,0.06,1.7,3.92,8.29,14.87,20.33,,14.71,12.46,-13.86,14.34,,,6.9,8.25,,2.15,0.77,,-15.38,-4.73,-12.08,
IE00BQN1K562,A12DPM,CEMQ,26679302,iShares Edge MSCI Europe Quality Factor UCITS ETF,2015-01-16,3686,10.098630136986301,Long-only,Ireland,EUR,False,True,Accumulating,0.25,Optimized sampling,479,False,125,7.98,1.39,5.08,9.16,4.78,9.27,24.26,41.24,4.42,15.03,-12.53,27.44,,,10.51,13.55,16.78,0.88,0.55,0.43,-33.33,-7.64,-16.03,-33.33
JE00B8DFY052,A1RX98,GBSE,,WisdomTree Physical Gold - EUR Daily Hedged,2013-03-21,4352,11.923287671232877,Long-only,Jersey,EUR,True,False,Accumulating,0.25,Physically backed,479,False,,10.82,-0.25,6.58,12.16,15.33,41.82,41.07,62.27,22.71,11.25,-2.42,-5.95,,,13.68,13.52,15.17,3.05,0.9,0.67,-38.51,-7.77,-21.7,-24.44
IE00BM67HR47,A113FK,XWTS,31729560,Xtrackers MSCI World Communication Services UCITS ETF 1C,2016-03-16,3261,8.934246575342465,Long-only,Ireland,USD,False,True,Accumulating,0.25,Full replication,478,False,71,8.37,0.04,5.67,14.45,28.62,38.81,65.66,88.05,42.62,40.69,-32.83,23.88,,,16.29,20.59,21.91,2.38,0.89,0.61,-36.82,-11.25,-30.43,-36.82
LU1287023003,LYX0VG,LYXC,31879097,Amundi Euro Government Bond 5-7Y UCITS ETF Acc,2007-01-18,6606,18.0986301369863,Long-only,Luxembourg,EUR,False,True,Accumulating,0.15,Full replication,477,False,55,0.36,-0.22,1.03,0.76,1.74,4.18,-3.62,-7.04,2.02,6.96,-14.47,-1.99,,,4.03,6.15,5.14,1.03,-0.2,-0.28,-16.92,-2.72,-14.35,-16.92
IE00BYM31M36,A2AFCX,QDVQ,30594054,iShares Fallen Angels High Yield Corporate Bond UCITS ETF,2016-06-21,3164,8.668493150684931,Long-only,Ireland,USD,False,True,Distributing,0.5,Sampling,475,False,180,1.01,-0.59,0.0,2.55,6.56,9.6,15.94,24.37,9.87,8.62,-9.04,11.24,5.68,5.88,5.73,7.38,8.13,1.67,0.68,0.55,-20.62,-1.43,-7.5,-20.62
GB00B15KYG56,A0KRLD,OD7Z,,WisdomTree Industrial Metals,2006-09-27,6719,18.40821917808219,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,474,False,,4.78,-2.42,-1.19,4.92,11.59,16.47,-6.92,52.56,8.95,-13.79,1.88,39.72,,,17.67,21.35,20.39,0.93,-0.11,0.43,-67.91,-20.97,-41.6,-41.6
IE00BMY76136,A2P63R,XZWE,56713865,Xtrackers MSCI World ESG UCITS ETF 2C EUR Hedged,2020-09-09,1623,4.446575342465754,Long-only,Ireland,EUR,True,False,Accumulating,0.25,Full replication,473,True,654,3.05,0.92,1.02,2.82,7.49,17.43,32.7,,20.4,23.88,-21.21,27.46,,,13.85,17.3,,1.25,0.57,,-26.83,-9.64,-22.78,
FR0012739431,A14UTE,ETDD,28252766,BNP Paribas Easy EURO STOXX 50 UCITS ETF,2015-07-27,3494,9.572602739726028,Long-only,France,EUR,False,False,Accumulating,0.15,Full replication,472,False,50,13.46,3.33,7.56,15.81,14.89,19.31,46.99,64.71,11.19,22.09,-8.45,24.09,,,13.44,17.04,20.6,1.43,0.8,0.51,-58.58,-9.74,-18.12,-38.22
LU1646360971,LYX0XB,LMVF,37749102,Amundi MSCI EMU UCITS ETF Dist,2003-08-06,7867,21.553424657534247,Long-only,Luxembourg,EUR,False,False,Distributing,0.12,Full replication,472,False,224,11.18,2.46,6.37,13.3,13.28,17.65,33.74,49.75,9.85,19.19,-12.09,22.59,2.55,2.92,12.45,17.01,19.83,1.41,0.6,0.42,-58.92,-9.4,-19.66,-38.07
IE00B3B8PX14,A0Q41X,IUS5,4471783,iShares Global Inflation Linked Government Bond UCITS ETF USD (Acc),2008-08-01,6045,16.561643835616437,Long-only,Ireland,USD,False,True,Accumulating,0.2,Sampling,472,False,153,0.98,-1.01,0.42,1.41,2.43,5.25,-8.9,-4.43,2.88,1.62,-17.03,11.3,,,7.13,11.35,10.52,0.73,-0.27,-0.09,-22.4,-2.92,-22.4,-22.4
IE00BK5BC891,A2PM52,XMLC,48767286,L&G Clean Water UCITS ETF,2019-07-02,2058,5.638356164383562,Long-only,Ireland,USD,False,False,Accumulating,0.49,Full replication,472,True,56,2.79,-0.12,0.81,0.7,5.8,11.23,31.09,62.42,10.92,17.01,-13.23,36.84,,,15.84,16.87,20.54,0.71,0.56,0.5,-35.42,-9.32,-13.57,-35.42
IE00BDR5HM97,A2DXQ6,XUHY,39991460,Xtrackers USD High Yield Corporate Bond UCITS ETF 1D,2018-02-06,2569,7.038356164383561,Long-only,Ireland,USD,False,True,Distributing,0.2,Sampling,471,False,791,1.22,-0.88,-0.48,3.41,9.6,13.09,24.22,23.54,13.93,9.57,-6.53,12.65,7.24,7.58,6.57,10.01,10.22,1.99,0.75,0.42,-21.3,-2.62,-9.24,-21.3
IE00BDDRF478,A2JQ2H,IU5C,42800487,iShares S&P 500 Communication Sector UCITS ETF USD (Acc),2018-09-17,2346,6.427397260273972,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,471,False,23,7.86,0.52,6.07,13.6,31.02,40.95,76.03,102.64,47.25,48.77,-35.7,29.97,,,17.51,23.38,24.8,2.33,0.89,0.61,-39.47,-10.74,-32.53,-39.47
IE00BFM6TB42,A2JKTY,SXRB,41533844,iShares Global Corporate Bond UCITS ETF USD (Acc),2018-05-10,2476,6.7835616438356166,Long-only,Ireland,USD,False,True,Accumulating,0.2,Sampling,471,False,13671,0.77,-0.76,0.19,2.14,4.58,7.8,6.49,1.74,7.42,5.9,-11.75,4.85,,,6.58,9.25,8.57,1.18,0.23,0.04,-12.62,-2.03,-10.22,-12.62
GB00B15KXV33,A0KRKU,OD7F,,WisdomTree WTI Crude Oil,2006-09-27,6719,18.40821917808219,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,471,False,,0.63,-2.44,-6.98,9.84,5.15,5.73,28.34,34.64,17.06,-6.11,37.34,79.04,,,26.06,34.53,47.49,0.22,0.25,0.13,-96.97,-21.3,-37.28,-77.04
IE00B4KBBD01,A142N3,2B7A,35722455,iShares S&P 500 Utilities Sector UCITS ETF USD (Acc),2017-03-20,2892,7.923287671232877,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,469,False,31,3.65,-1.3,-1.41,1.57,12.94,36.54,40.12,32.55,30.55,-10.89,7.26,26.71,,,16.86,20.06,24.5,2.16,0.59,0.24,-36.18,-9.47,-29.42,-36.18
IE00BYXG2H39,A2DWAW,2B70,37978279,iShares Nasdaq US Biotechnology UCITS ETF,2017-10-19,2679,7.33972602739726,Long-only,Ireland,USD,False,True,Accumulating,0.35,Optimized sampling,469,False,265,4.15,0.0,3.13,3.98,0.0,5.91,23.67,23.43,5.43,0.53,-5.02,7.94,,,18.33,22.28,25.44,0.32,0.33,0.17,-30.93,-10.38,-18.92,-30.93
IE000F6G1DE0,A3DJQH,IE1A,118356466,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Acc),2022-04-29,1026,2.8109589041095893,Long-only,Ireland,EUR,False,True,Accumulating,0.2,Sampling,469,False,2290,0.76,0.0,0.95,1.14,2.9,5.75,,,4.55,6.08,,,,,2.08,,,2.76,,,-5.62,-0.94,,
IE00BG8BCY43,A2N8HQ,JPPA,44824962,JPMorgan USD Ultra-Short Income UCITS ETF USD (Acc),2019-04-03,2148,5.884931506849315,"Long-only, Active",Ireland,USD,False,False,Accumulating,0.18,Full replication,468,False,362,-0.3,-1.51,-1.38,2.12,7.34,8.28,22.53,18.86,12.28,1.4,7.32,8.45,,,6.52,8.13,7.56,1.27,0.86,0.46,-12.18,-3.09,-12.18,-12.18
DE0002635281,263528,EXSG,2145983,iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),2005-05-03,7231,19.81095890410959,Long-only,Germany,EUR,False,False,Distributing,0.32,Full replication,467,False,30,10.34,2.31,5.57,10.34,10.52,20.35,8.12,7.83,8.05,4.54,-13.87,23.54,5.47,6.21,10.69,15.19,20.77,1.9,0.17,0.07,-70.54,-8.76,-22.0,-42.9
IE00BYTRR863,A2AGZ1,SS42,30782159,SPDR MSCI World Energy UCITS ETF,2016-04-29,3217,8.813698630136987,Long-only,Ireland,USD,False,True,Accumulating,0.3,Full replication,467,False,55,4.58,-1.53,-4.07,-0.92,4.58,11.45,47.66,78.01,9.42,-0.76,55.29,52.25,,,17.04,22.59,31.2,0.67,0.61,0.39,-62.65,-13.3,-19.86,-55.58
IE00BYVTMT69,A2JAN0,EQCH,37364244,Invesco Nasdaq-100 UCITS ETF CHF Hedged,2017-10-17,2681,7.345205479452055,Long-only,Ireland,CHF,True,True,Accumulating,0.35,Full replication,466,False,101,4.75,3.14,5.67,4.03,15.24,20.63,53.54,125.65,18.94,56.38,-32.2,31.17,,,18.68,24.76,26.83,1.1,0.62,0.66,-34.63,-10.96,-29.89,-34.63
IE00B7KQ7B66,A1JVCA,UBU7,18163057,UBS ETF (IE) MSCI World UCITS ETF (USD) A-dis,2012-04-11,4696,12.865753424657534,Long-only,Ireland,USD,False,True,Distributing,0.1,Full replication,466,False,1395,4.74,0.01,1.85,6.78,15.21,24.29,47.9,79.06,26.41,19.49,-13.2,31.76,1.6,1.95,12.56,15.2,18.36,1.93,0.92,0.67,-33.84,-8.74,-15.12,-33.84
IE00BGQYRR35,A1W9KB,XUCD,38111450,Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D,2017-09-12,2716,7.441095890410959,Long-only,Ireland,USD,False,True,Distributing,0.12,Full replication,465,False,53,0.94,-1.35,-2.75,9.39,32.75,34.11,44.28,107.4,38.77,36.98,-33.97,31.57,0.4,0.53,20.48,26.93,27.61,1.66,0.48,0.57,-38.41,-12.8,-32.39,-38.41
IE00BDQYWQ65,A2DKPQ,SXRH,35398779,iShares USD TIPS 0-5 UCITS ETF USD (Dist),2017-04-20,2861,7.838356164383562,Long-only,Ireland,USD,False,True,Distributing,0.1,Sampling,465,False,28,0.42,-1.24,-1.04,2.8,7.81,9.17,18.06,22.71,11.57,1.03,2.94,14.19,6.73,6.86,6.93,8.87,8.24,1.32,0.64,0.51,-14.55,-2.8,-13.18,-13.18
DE000ETFL565,ETFL56,D6RR,,Deka MSCI Europe Climate Change ESG UCITS ETF,2020-06-26,1698,4.652054794520548,Long-only,Germany,EUR,False,False,Distributing,0.25,Full replication,465,True,353,9.43,1.86,5.99,10.18,8.74,16.44,29.99,,10.13,16.35,-14.42,25.64,2.0,2.28,10.86,13.97,,1.51,0.65,,-22.78,-6.53,-17.06,
IE00BMDPBZ72,A2P5CL,FLX5,55097166,Franklin S&P 500 Paris Aligned Climate UCITS ETF,2020-07-29,1665,4.561643835616438,Long-only,Ireland,USD,False,False,Accumulating,0.07,Full replication,465,True,280,3.42,-0.16,1.05,5.99,16.49,27.62,60.28,,34.23,25.25,-16.99,42.13,,,14.4,18.65,,1.91,0.91,,-20.44,-8.53,-17.37,
IE00BF2GFH28,A2N7D0,TRDS,44125295,Invesco US Treasury Bond UCITS ETF Dist,2019-01-11,2230,6.109589041095891,Long-only,Ireland,USD,False,True,Distributing,0.06,Sampling,465,False,291,0.03,-1.49,-0.81,1.83,3.85,6.45,3.69,-1.37,6.99,0.4,-7.06,5.8,4.1,4.19,7.23,10.19,9.46,0.89,0.12,-0.03,-17.45,-2.93,-13.29,-17.45
IE000ZOI8OK5,A3EGGM,IB27,127357098,iShares iBonds Dec 2027 Term EUR Corporate UCITS ETF EUR (Acc),2023-09-06,531,1.4547945205479451,Long-only,Ireland,EUR,False,False,Accumulating,0.12,Sampling,465,True,384,0.55,0.0,0.74,0.93,2.64,5.63,,,4.04,,,,,,2.31,,,2.43,,,-1.39,-0.96,,
IE00BZ163K21,A143JM,VUCP,30359005,Vanguard USD Corporate Bond UCITS ETF Distributing,2016-02-24,3282,8.991780821917809,Long-only,Ireland,USD,False,False,Distributing,0.09,Sampling,464,False,7086,0.46,-1.09,-0.37,2.17,5.3,8.61,9.58,4.48,9.19,4.75,-10.14,7.21,4.9,5.06,7.39,10.25,9.69,1.16,0.3,0.09,-14.06,-2.53,-10.86,-12.49
LU1048315086,A110QQ,CBUS5A,24019997,UBS ETF (LU) Bloomberg US Liquid Corporates 1-5 Year UCITS ETF (USD) A-acc,2018-01-31,2575,7.054794520547945,Long-only,Luxembourg,USD,False,False,Accumulating,0.16,Sampling,463,False,213,0.06,-0.7,-0.98,1.85,6.81,8.16,16.18,11.92,11.13,2.6,-0.6,7.34,,,6.47,8.39,7.79,1.26,0.61,0.29,-11.4,-2.46,-11.4,-11.4
IE00BMZ17W23,A2QDP2,UEEA,57291574,iShares MSCI World SRI UCITS ETF EUR Hedged (Dist),2020-10-12,1590,4.3561643835616435,Long-only,Ireland,EUR,True,False,Distributing,0.23,Full replication,463,True,400,2.73,0.99,0.28,1.73,6.22,11.57,21.86,,11.88,22.12,-21.12,27.72,1.35,1.49,13.2,16.59,,0.87,0.41,,-26.81,-9.05,-22.5,
IE00B3SC9K16,A0YFEL,MUUSAS,12126257,UBS ETF (IE) MSCI USA SF UCITS ETF (USD) A-acc,2010-12-15,5179,14.189041095890412,Long-only,Ireland,USD,False,False,Accumulating,0.15,Swap based,461,False,,3.44,0.52,2.53,3.86,19.3,26.76,55.44,99.98,32.66,22.34,-14.68,37.2,,,14.54,18.3,21.7,1.84,0.86,0.68,-34.05,-9.1,-16.58,-34.05
IE00BP2C1V62,A3CRZX,HPAW,112310883,HSBC MSCI World Climate Paris Aligned UCITS ETF,2021-07-07,1322,3.621917808219178,Long-only,Ireland,USD,False,False,Accumulating,0.18,Full replication,460,True,541,2.79,-0.47,0.65,4.84,12.87,21.78,43.69,,25.58,20.99,-16.73,,,,13.28,15.99,,1.64,0.8,,-19.47,-8.19,-16.28,
LU1407891271,ETF036,UH10,123039476,Amundi US Treasury Bond Long Dated UCITS ETF GBP Hedged Dist,2022-11-02,839,2.2986301369863016,Long-only,Luxembourg,GBP,True,False,Distributing,0.06,Full replication,456,False,88,1.62,0.09,3.96,0.89,-3.77,3.2,,,-3.07,3.65,,,3.43,3.42,14.35,,,0.22,,,-21.74,-13.39,,
DE0005933964,593396,EXI1,1210415,iShares SLI UCITS ETF (DE),2001-03-22,8734,23.92876712328767,Long-only,Germany,CHF,False,False,Distributing,0.51,Full replication,454,False,30,10.19,1.25,5.84,9.76,7.97,17.29,27.54,51.07,7.48,17.23,-15.59,31.24,1.21,1.4,10.87,13.72,16.29,1.58,0.61,0.53,-49.53,-5.71,-16.61,-30.96
IE00B23D8S39,A0M2EA,6PSA,3550169,Invesco FTSE RAFI US 1000 UCITS ETF,2007-11-12,6308,17.28219178082192,Long-only,Ireland,USD,False,False,Distributing,0.39,Full replication,453,False,1003,4.24,-0.51,0.12,3.43,14.28,21.92,44.09,84.37,23.71,11.19,-2.27,41.52,1.38,1.66,12.93,16.29,21.82,1.69,0.79,0.6,-52.17,-6.94,-14.33,-37.8
LU1681048630,A2H564,GLUX,38784690,Amundi S&P Global Luxury UCITS ETF EUR (C),2008-12-04,5920,16.21917808219178,Long-only,Luxembourg,EUR,False,False,Accumulating,0.25,Swap based Unfunded,453,False,,7.52,1.85,3.55,16.05,20.85,7.16,10.39,59.86,5.07,11.56,-18.82,31.7,,,16.36,20.01,23.02,0.44,0.17,0.43,-46.23,-17.84,-20.81,-42.04
IE00BGV5VM45,A2JCAG,XUEK,44783515,Xtrackers S&P Europe ex UK UCITS ETF,2019-01-14,2227,6.101369863013699,Long-only,Ireland,EUR,False,True,Distributing,0.09,Full replication,452,False,312,10.76,2.15,6.7,11.61,9.69,15.39,31.9,50.88,8.02,18.42,-12.94,25.29,2.53,2.84,10.85,14.74,17.62,1.41,0.66,0.49,-34.43,-7.8,-16.57,-34.43
IE00BJXT3B87,A2PZBC,4UBK,52347035,UBS ETF (IE) MSCI USA Socially Responsible UCITS ETF (USD) A-dis,2020-04-30,1755,4.808219178082192,Long-only,Ireland,USD,False,False,Distributing,0.19,Full replication,451,True,190,0.96,-1.07,-2.43,1.28,12.95,19.59,46.5,,26.5,27.14,-20.54,41.16,0.98,1.16,15.44,19.59,,1.26,0.69,,-23.4,-9.21,-18.37,
IE00BN4Q0602,A2QNQQ,AW16,59786682,UBS ETF (IE) MSCI USA Climate Paris Aligned UCITS ETF (USD) A-acc,2021-03-09,1442,3.9506849315068493,Long-only,Ireland,USD,False,False,Accumulating,0.09,Full replication,450,True,218,1.42,-0.67,-0.53,4.96,14.9,25.09,53.52,,32.19,24.56,-18.82,,,,15.31,19.65,,1.63,0.78,,-21.63,-9.07,-18.6,
IE00BJ5JPH63,A2PGVX,3SUD,47417801,iShares J.P. Morgan USD EM Bond UCITS ETF (Acc),2019-04-26,2125,5.821917808219178,Long-only,Ireland,EUR,True,True,Accumulating,0.5,Sampling,449,False,626,2.55,0.63,1.9,2.55,1.9,8.07,-4.17,-10.91,3.75,7.6,-20.86,-2.92,,,7.48,11.01,10.99,1.08,-0.13,-0.21,-30.8,-3.91,-24.06,-30.8
LU1900068328,LYX015,LASP,45203768,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF Acc,2006-04-26,6873,18.83013698630137,Long-only,Luxembourg,EUR,False,False,Accumulating,0.6,Swap based Unfunded,448,False,,2.3,-0.49,2.46,3.05,9.19,18.23,8.03,19.31,16.92,2.96,-12.62,3.78,,,13.68,15.69,16.93,1.33,0.17,0.21,-59.41,-10.29,-19.93,-29.87
DE0002635265,263526,EXHE,2020231,iShares Pfandbriefe UCITS ETF (DE),2004-12-02,7383,20.22739726027397,Long-only,Germany,EUR,False,False,Distributing,0.1,Sampling,448,False,266,0.41,-0.33,0.7,0.37,1.81,4.7,-3.0,-7.2,2.82,5.42,-13.32,-2.19,1.34,1.38,2.33,4.26,3.52,2.01,-0.24,-0.42,-16.42,-1.54,-12.22,-15.95
IE0001UQQ933,WELT0A,GERD,126172792,L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,2023-06-14,615,1.6849315068493151,Long-only,Ireland,USD,False,False,Accumulating,0.5,Optimized sampling,447,True,3700,5.87,0.08,3.06,7.05,14.22,20.87,,,19.76,,,,,,11.05,,,1.88,,,-8.09,-8.09,,
LU0322252338,DBX1AF,DXS6,3613864,Xtrackers MSCI Pacific ex Japan ESG Screened UCITS ETF 1C,2009-01-20,5873,16.09041095890411,Long-only,Luxembourg,USD,False,True,Accumulating,0.25,Full replication,446,True,93,6.08,1.04,3.89,3.68,13.81,19.35,18.75,25.77,12.03,1.86,-1.33,13.15,,,12.81,14.26,17.61,1.51,0.41,0.27,-37.56,-7.81,-17.6,-37.32
IE00BKVL7778,A2PY8C,MVEW,52293904,iShares Edge MSCI World Minimum Volatility ESG UCITS ETF (Acc),2020-04-20,1765,4.835616438356165,Long-only,Ireland,USD,False,False,Accumulating,0.3,Optimized sampling,445,True,227,3.86,-0.68,1.68,4.01,10.15,17.07,32.66,,17.65,6.25,-5.72,25.58,,,9.94,12.01,,1.71,0.82,,-11.35,-4.81,-11.35,
IE00BHZPJ346,A2PDNT,EMNJ,46193226,iShares MSCI Japan ESG Enhanced UCITS ETF USD (Dist),2019-03-08,2174,5.956164383561644,Long-only,Ireland,USD,False,False,Distributing,0.15,Optimized sampling,444,True,186,3.0,0.16,4.57,5.5,6.22,8.29,22.26,33.47,12.29,15.59,-12.32,8.69,1.72,1.83,23.89,19.92,20.21,0.35,0.35,0.29,-27.08,-16.45,-16.45,-25.64
IE000W1AURU9,A3EVC5,HYDP,129430951,iShares USD High Yield Corporate Bond ESG Paris-Aligned Climate UCITS ETF USD (Dist),2023-12-06,440,1.2054794520547945,Long-only,Ireland,USD,False,False,Distributing,0.25,Sampling,443,True,1048,0.68,-0.6,-0.49,2.07,10.12,12.55,,,14.19,,,,7.26,7.61,6.61,,,1.89,,,-2.52,-2.52,,
LU2345046655,A3CR0S,EMXU,112156190,Amundi MSCI Emerging ex China ESG Leaders Select UCITS ETF DR (C),2021-11-09,1197,3.2794520547945205,Long-only,Luxembourg,USD,False,False,Accumulating,0.35,Full replication,443,True,301,0.3,-1.36,-0.11,0.55,1.09,6.53,-0.3,,8.49,8.51,-14.92,,,,12.31,12.28,,0.53,-0.01,,-19.12,-8.26,-18.03,
IE000WA6L436,A3EHAJ,CEBE,127362329,iShares iBonds Dec 2026 Term EUR Corporate UCITS ETF EUR (Acc),2023-09-05,532,1.4575342465753425,Long-only,Ireland,EUR,False,False,Accumulating,0.12,Sampling,443,True,384,0.56,0.0,0.56,0.94,2.28,4.87,,,3.88,,,,,,1.69,,,2.88,,,-0.78,-0.39,,
IE00BZ56RG20,A2AGPV,WTDM,32772337,WisdomTree US Quality Dividend Growth UCITS ETF USD Acc,2016-06-03,3182,8.717808219178082,Long-only,Ireland,USD,False,False,Accumulating,0.33,Optimized sampling,442,True,299,3.16,-0.63,0.41,3.07,11.36,21.16,54.63,89.42,25.39,14.47,-2.75,34.75,,,14.56,16.58,20.22,1.45,0.94,0.67,-31.55,-7.03,-12.22,-31.55
DE000A0H08M3,A0H08M,EXH1,12980919,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),2002-07-08,8261,22.632876712328766,Long-only,Germany,EUR,False,False,Distributing,0.47,Full replication,442,False,22,11.46,1.2,3.04,8.37,4.44,10.76,34.97,50.08,-2.82,7.55,28.2,21.25,4.29,4.55,15.54,21.34,28.32,0.69,0.49,0.3,-56.38,-14.27,-18.33,-50.26
